name,address,postcode,state,city,phone,email,principal_name,latitude,longitude
Q-dees Taman Desa Jaya,"8, Jalan 35, Taman Desa Jaya, 52100 Kuala Lumpur, Selangor",52100,Selangor,Kuala Lumpur,+60 12-318 7817,harmonie@q-dees.com,Harmonie Ngooi,3.2174476,101.6247792
KinderHaus Montessori Kindergarten (Tadika Alam Prima),"No. 25-1F, Jalan Mohd Tahir, 14, KS 02, Taman Saujana, 41200 Klang, Selangor",41200,Selangor,Klang,+60 17-228 0124,,,3.0144554,101.4573368
PASTI AL-FIRDAUS 2,"Lot 3508, Jalan Bukit Badak, Kampung Melayu Subang, 40150 Shah Alam, Selangor",40150,Selangor,Shah Alam,+60 13-744 3960,,,3.1485697,101.5325
Tadika Hibiscus Educare,"1, Jalan 8/9, Bandar Tasik Puteri, 48020 Rawang, Selangor",48020,Selangor,Rawang,+60 19-208 8672,,,3.2874117,101.47974
Pristine Baby Care Centre,"NO 9-G, Jalan Kenari 12, Bandar Puchong Jaya, 47170 Puchong, Selangor",47170,Selangor,Puchong,+60 12-326 0877,yunics.liew@gmail.com,,3.0500158,101.6234847
Taska Alti Genius Eco Grandeur,"12-1, Jln Eco Grandeur 1/8A, 42300 Puncak Alam, Selangor",42300,Selangor,Puncak Alam,+60 19-709 2707,,,3.2316465,101.4527768
Az-Zahrah Multi-Intelligence Academy AMPAC Bandar Baru Bangi,"10a, Jalan Medan Pb 1, Seksyen 9, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 3-8920 8525,ampachq@gmail.com,,2.9601145,101.7538553
Intelek Hajar,"No. 29, Jalan 1/8, Taman Kembangsari, 43300 Seri Kembangan, Selangor",43300,Selangor,Seri Kembangan,+60 3-8942 4955,,,3.0202489,101.707945
Taska Di Rumah Az Zahra,"47, Jalan BM 6/2b, Bandar Bukit Mahkota, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 11-1437 0369,,,2.8752618,101.8125172
Tadika Bir Ali Taman Medan,"NO 9, Villa Sri Manja, Sri Manja Square, 45A, Jalan PJS 3, Taman Sri Manja, 46000 Petaling Jaya, Selangor",46000,Selangor,Petaling Jaya,+60 17-882 2524,alamimpian.birali@gmail.com,,3.0729297,101.6346604
Al Kauthar Eduqids Taman Wawasan Puchong,"1, Jalan Wawasan 2/17, Bandar Puteri, 47100 Selangor",47100,Selangor,Selangor,+60 17-992 7600,,,3.0300167,101.6248346
Brainy Bunch Montessori Playschool Seksyen 7 Bangi,"25-1, Jalan 7/7c, Seksyen 7, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 16-229 4205,tebet@brainybunch.com,,2.9691924,101.7747275
Dandelion Childcare and Daycare Centre,"No 6-1, & 6-2, Block K, Glomac, Jalan GC 14, Cyber 4, 63000 Cyberjaya, Selangor",63000,Selangor,Cyberjaya,+60 11-3313 4209,,,2.9270259,101.6562224
Tadika Graduan Khalifah,"No. 21, Jalan 6/38, Bandar Tasik Puteri, 48020 Rawang, Selangor",48020,Selangor,Rawang,+60 19-373 3313,,,3.2773817,101.4766194
Tadika Sarjana Bestari (Happy Kids),"2, Jalan Pandan Indah 9, Pandan Indah, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",55100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-9202 0650,,,3.1341377,101.7512089
Tadika Peneroka Ceria,"73, Jalan Makyong 2m/Ku5, Bandar Bukit Raja, 41050 Klang, Selangor",41050,Selangor,Klang,+60 18-383 2011,,,3.0913712,101.4241142
KinderKaizen Putrajaya,"17A, Jalan Diplomatik 1, Presint Diplomatik, 62050 Putrajaya, Wilayah Persekutuan Putrajaya",62050,Putrajaya,Putrajaya,+60 19-268 0820,kinderkaizen@gmail.com,,2.9461351,101.7232644
"Tadika Krista @ Taman Hill, Batangkali","No.55, Jalan Mahagoni 1B, 44330, Taman Hill, Bandar Utama, Batang Kali, 44300",44300,Selangor,Batang Kali,+60 3-6057 1659,,,3.459962,101.662416
Al Kauthar Eduqids U12,"19-1, Jln Selasih K U12/K, Seksyen U12, 40170 Shah Alam, Selangor",40170,Selangor,Shah Alam,+60 16-763 6424,,,3.0865018,101.4856451
Bondamama Kids Centre Pandan Mewah,"Kids Centre, No. 2, Jalan Mewah 2, Taman Pandan Mewah, 68000 Ampang Jaya, Selangor",68000,Selangor,Ampang Jaya,+60 16-302 9602,,,3.1247886,101.7630404
Viva Junior Circus Arts,,,,,+60 16-209 6997,nana.vivavertical@gmail.com,,3.1385059,101.6555796
Q-dees Prima Saujana,"18-1 & 19-1, Jalan Prima Saujana 1/1A, Prima Saujana, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 16-298 0050,tadika.sikecilpintar@gmail.com,,3.0080102,101.8067107
PowerKids Puchong,"1, Jalan PU 3/1A, Taman Puchong Utama, 47140 Puchong, Selangor",47140,Selangor,Puchong,+60 12-218 0240,powerkidschool@gmail.com,,3.0017026,101.6177774
"Smart Reader Kids Bandar Tropicana Aman, Telok Panglima Garang, Selangor","12-1, Jalan Aman Sinaria 7, Bandar Tropicana Aman, 42500 Telok Panglima Garang, Selangor",42500,Selangor,Telok Panglima Garang,+60 17-414 9622,,,2.9434851,101.529005
Genius Aulad Elmina,"Level 1 & 2, No 27, Jalan Frekuensi R U16/R Elmina East, 40160 Shah Alam, Selangor",40160,Selangor,Shah Alam,+60 12-341 0056,thoriq@synchronet.com.my,,3.1888859,101.5220671
"Tadika Suria Perdana(Suria Edukids Centre) - Pusat pendidikan awal kanak-kanak di Bandar Puncak Perdana, seksyen U10","39, Jalan Pulau Angsa U10/28, Bandar Nusa Rhu, Taman Puncak Perdana, 40170 Shah Alam, Selangor",40170,Selangor,Shah Alam,+60 11-2610 2979,renovationsexpert.malaysia@gmail.com,,3.1275205,101.4932089
Tadika Sri Penyayang,"1, Jalan Uranus U5/122b, Subang Pelangi, 40150 Shah Alam, Selangor",40150,Selangor,Shah Alam,+60 12-216 1931,,,3.170042,101.5304862
Minda eGlobal Kindergarten,"3-1D, Pusat Perniagaan The Atmosphere, Jalan Atmosphere 7, The Atmosphere, 43300 Seri Kembangan, Selangor",43300,Selangor,Seri Kembangan,+60 17-268 6985,mindaeglobal@gmail.com,,2.9836344,101.6619596
Maz International Pre-school,"281, Jalan Maarof, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",59000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-7874 2930,shahalam@mazinternational.edu.my,,3.1427729,101.6683705
Little Explorer Childcare Centre,"R25, Suria Jelutong, 1, Jalan Bazar U8/99, Bukit Jelutong, 40150 Shah Alam, Selangor",40150,Selangor,Shah Alam,+60 11-5870 7953,,,3.0980613,101.5385017
PeiKen Mandarin-English Preschool Sri Petaling,"32A, Lorong Pikrama 1 Bandar Sri Petaling, Bandar Baru Sri Petaling, 57000 Kuala Lumpur",57000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-9059 2133,puchong@beaconhouse.edu.my,,3.0684848,101.6972313
ISLAH JUNIOR ISLAMIC PRESCHOOL PRESINT 11 PUTRAJAYA,"10A, Jln Jati Bukit P11/25, Presint 11, 62300 Putrajaya, Wilayah Persekutuan Putrajaya",62300,Putrajaya,Putrajaya,+60 18-243 5138,bandarbotanic.islahjunior@gmail.com,,2.9631053,101.667336
Taska Adique,"87a, Jalan SG 3/10, Taman Sri Gombak, 68100 Batu Caves, Selangor",68100,Selangor,Batu Caves,+60 12-906 4710,,,3.2428413,101.706008
Tadika Babah Umi,"No128, Jln 22/44, Kampung Tunku, 46300 Petaling Jaya, Selangor",46300,Selangor,Petaling Jaya,+60 19-289 3193,,,3.1059857,101.6195383
Dzul Iman Smart Khalifah Desa Pinggiran Putrajaya,"33, Jalan Pinggiran Putra 5/13, Desa Pingggiran Putra, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 3-8926 8435,ofisadmin@dzuliman.com,,2.8974994,101.7034435
Pusat Jagaan & Taska EIQ,"108, Lorong Batu Nilam 12, Bandar Bukit Tinggi 1, 41200 Klang, Selangor",41200,Selangor,Klang,+60 12-267 1035,,,3.0039582,101.4328577
Taska Ummi Walidah,"2, Lorong IM 3/2, Bandar Indera Mahkota, 25200 Kuantan, Pahang",25200,Pahang,Kuantan,+60 13-290 1016,,,3.8137024,103.2899645
Tadika Cempaka Suria,"38, Jalan SS 3/86, University Garden, 47300 Petaling Jaya, Selangor",47300,Selangor,Petaling Jaya,+60 3-7873 5157,,,3.105497,101.610019
Tabika Kemas Warisan SS9 Sg Way,"Jalan SS 9/10, Ss 9a, 47300 Petaling Jaya, Selangor",47300,Selangor,Petaling Jaya,+60 3-7783 6785,,,3.0846085,101.6164738
Taska Cerdik Minda (Cawangan Melati),"10416, Jln BBN 11/4P, Taman Desa Melati Fasa 3, 71800 Nilai, Negeri Sembilan",71800,Negeri Sembilan,Nilai,+60 13-330 3478,,,2.8135341,101.7635901
Kidz Enrichment Care Centre,"6, Jalan Kajang Jaya, Taman Kajang Jaya, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 3-8730 8132,,,2.9792153,101.7918675
Tadika Pintar Bestari,"Child Enrichment Centre, Jalan Wangsa Melawati 4, Wangsa Melawati, 53200 Kuala Lumpur, Wilayah Persekutuan",53200,Wilayah Persekutuan,Kuala Lumpur,+60 3-4149 7539,,,3.201834,101.746986
British Montessori Ampang,"6, Jalan 1, Taman Tun Abdul Razak, 68000 Ampang, Selangor",68000,Selangor,Ampang Jaya,+60 12-378 8879,,,3.1651711,101.7701852
Taska Euphoria Putrajaya,"No 41 A Tingkat, 1, Jln Diplomatik, Presint 15, 62050 Putrajaya, Wilayah Persekutuan Putrajaya",62050,Putrajaya,Putrajaya,+60 11-6103 3994,,,2.9450878,101.7226238
Global Educare Sdn. Bhd.,"F1-23, Block J, Oasis Square, 2, Jalan PJU 1A/7, Taipan 2 Damansara, 47301 Petaling Jaya, Selangor",47301,Selangor,Petaling Jaya,+60 3-7859 7688,contact@thechildrenshouse.com.my,,3.1145974,101.5753245
Applied Knowledge Sdn. Bhd.,"Tadika Sri Acmar, Persiaran Rajawali, Bandar Baru Klang, Klang, 41150, Klang, Selangor, 41150",41150,Selangor,Klang,+60 3-3344 8690,,,3.059335,101.4665675
Pasti Ar-Raihan 2,"119, Jalan BK 5b/5a, Bandar Kinrara 5, 47180 Puchong, Selangor",47180,Selangor,Puchong,+60 11-1155 5791,pastiraihan@gmail.com,,3.0358317,101.6404138
Tadika Kemuncak,"77, Kampung Datuk Lee Kim Sai, 48000, Rawang, Selangor",48000,Selangor,Rawang,+60 3-6093 1716,,,3.3118436,101.5773888
Pasti An-Nur,"Pt 13, Selangor, Sungai Nibong",,Selangor,Sekinchan,+60 13-228 9720,,,3.6031424,101.0641043
Taska Permata Kemas @ Sabak Bernam,"No. 1, Batu 23 Sungai Nibong, 45300, Sabak Bernam, Selangor, Sungai Nibong, 45400, 45300 Sekinchan, Selangor",45300,Selangor,Sekinchan,+60 3-5519 3044,tbksungaibatu@gmail.com,,3.6031424,101.0641043
Pasti Darul Ulum II,"Jalan Sungai Udang, Kampung Sungai Udang, 41100 Klang, Selangor",41100,Selangor,Klang,+60 12-972 6198,,,3.0427608,101.4131283
Taski Al Firdaus Klang (Bandar Sultan Suleiman),"1, Solok Sultan Abdul Samad 46c, Bandar Sultan Suleiman, 42000 Pelabuhan Klang, Selangor",42000,Selangor,Port Klang,+60 3-3179 0635,,,3.0311544,101.3832392
Pasti Nurul Hidayah,"Pt 17, Selangor, Binjai Jaya",,Selangor,Sungai Besar,+60 16-609 2960,,,3.7198204,101.1224591
Pasti Ilmi Permata,"2250, Jalan Permata 22, Taman Permata, 54200 Kuala Lumpur, Selangor",54200,Selangor,Kuala Lumpur,+60 3-4162 1139,,,3.2036599,101.7521296
Ten Toes Preschool Bukit Rahman Putra (Main),"1, Jalan BRP 1/13, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor",47000,Selangor,Sungai Buloh,+60 16-351 7143,,,3.2085946,101.5575565
Tadika Si Manis Manja,"1, Jalan BRP 4/4, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor",47000,Selangor,Sungai Buloh,+60 3-6154 1060,,,3.2195616,101.5561097
Archi's Kids Playschool,"No. 2, Jalan ARP3, Taman Amansari Rahman Putra, Bukit Rahman Putra, Selangor, 47000 Sungai Buloh",47000,Selangor,Sungai Buloh,+60 3-7632 1236,,,3.2195616,101.5561097
Tadika Orkid,"2, Jalan Orkid, Kampung Kastam, 42000 Port Klang, Selangor",42000,Selangor,Port Klang,+60 3-3167 2106,,,3.0104765,101.4062406
Pasti Nurul Hidayah,"Kampung Seri Cheeding, Banting, Selangor",,Selangor,Banting,+60 13-283 3652,,,2.892727,101.5645958
Pasti Al-Khauthar,"Kota Kemuning, Selangor, Klang",,Selangor,Klang,+60 12-305 0683,,,2.9934816,101.5390146
Taska Nur Prisma(Swasta),"No. 1, Lorong Lautan Samudera 9/6, Bandar Puncak Alam, Selangor, 42300 Kuala Selangor",42300,Selangor,Kuala Selangor,+60 12-221 1965,,,3.2284177,101.4282369
"Pasti Darul Muttaqin, Kampung Kelanang","Kelanang, 42700 Banting, Selangor",42700,Selangor,Banting,+60 17-200 4955,,,2.7947568,101.4378494
Taska Wawasan Genius(Swasta),"No. 22, Jalan 4, Teluk Panglima Garang, Taman Jaya Utama, Selangor, 42500",42500,Selangor,Telok Panglima Garang,+60 19-217 3520,,,2.9096074,101.4722419
Tadika Islam MAIWP Az Zubair Ibnu Awam,"KM 6, Jalan Sekilau, Wilayah Persekutuan, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",56000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-9171 1620,,,3.1136026,101.7200197
Pasti As-Syakirin-Seksyen 15,"Seksyen 15, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 13-996 0988,,,2.9318336,101.7681501
Tadika Batu Belah,"104, Jalan 58, Kawasan 19, 41050 Klang, Selangor",41050,Selangor,Klang,+60 3-3342 6569,,,3.0619576,101.4495804
Smart Reader Kids Taman Mastiara,"No. 2-2, Jalan 4/18A, 5 1/2 Miles, Off Jalan Ipoh Taman Mastiara W.P, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur",51200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-6258 1607,smartreaderindo@gmail.com,,3.2105542,101.6744535
Smart Reader Kids Batu 3 Jalan Ipoh,"513a, Jalan Tiong, Taman Million, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",51100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-4043 8757,ketrin_rina@yahoo.com,,3.1821279,101.6822031
Taska Sri Layar(Swasta),"Kuarters Institut Pendidikan, Blok No. 2-101, Seksyen 18, Selangor, 40300 Shah Alam",40300,Selangor,Shah Alam,+60 16-373 3102,,,3.0489207,101.5205432
Pasti Al-Amanah,"Kampung Sungai Kandis, 40470 Shah Alam, Selangor",40470,Selangor,Shah Alam,+60 19-375 9431,,,3.0310252,101.4875044
Tadika Tahfiz Al-Munir,"53, Jalan Wangsa Budi 7, Wangsa Melawati, 53300 Kuala Lumpur, Wilayah Persekutuan",53300,Wilayah Persekutuan,Kuala Lumpur,+60 12-687 7925,,,3.2056816,101.7445541
Aik Kuan Kindergarten,"Dewan Orang Ramai,Taman Melati, Jenjarom,, 42600, Jenjarom, Selangor, 42600",42600,Selangor,Jenjarom,+60 3-3191 4586,,,2.8738259,101.4923406
USJ Play N'learn Montessori House,"No. 52, Jalan Usj 4/9G,Taman Seafield Jaya, Petaling Jaya,, 47600, Subang Jaya, Selangor, 47600",47600,Selangor,Subang Jaya,+60 3-8024 8858,,,3.045184,101.575057
Tadika Syumul Masjid Al-mukarramah sg.merab,"Kampung Sungai Merab Luar, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 17-233 0993,,,2.9316866,101.7531864
Tadika Islam Al-Khadijah Pantai Dalam,"Sekolah Rendah Agama Sri Pantai, Jalan Pantai Dalam, Wilayah Persekutuan, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur",59200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 19-271 6112,,,3.1041678,101.6674972
Tadika AVERI Seri Topaz,"Jalan Intan 2, Taman Puchong Intan Puchong Intan, 47150 Puchong, Selangor",47150,Selangor,Puchong,+60 17-324 0325,,,3.0138634,101.6061466
The children's house Montessori Maisson Ara Damansara,"Lot 01-02 ,02-17, 02-18, 02-19 & 02-20, Maisson by the Park, Jalan PJU 1a/3, Ara Damansara, 47301 Petaling Jaya, Selangor",47301,Selangor,Petaling Jaya,+60 18-232 2699,contact@thechildrenshouse.com.my,,3.1226436,101.5888788
Bright Kids Day Care,"2, Jalan Wawasan 2/7, Bandar Puteri, 47160 Puchong, Selangor",47160,Selangor,Puchong,+60 12-375 5317,,,3.031477,101.6229725
Scholars Junior Preschool & Playschool,"Shop Alam Sanjung, Jln Budiman 22/3, Seksyen 22, 40300 Shah Alam, Selangor",40300,Selangor,Shah Alam,+60 17-286 0955,,,3.0669356,101.5546655
Genius Kids Care Elmina (Daycare),"East, Level GF, No 27, Jalan Frekuensi R U16/R Elmina East, 40160 Shah Alam Selangor Elmina, 40160 Shah Alam, Selangor",40160,Selangor,Shah Alam,+60 10-250 6161,,,3.1888696,101.5220632
TADIKA ANNUR KEMBANGSARI(TASKA & TRANSIT),"46, Jalan 1/4, Taman Kembangsari, 43300 Seri Kembangan, Selangor",43300,Selangor,Seri Kembangan,+60 17-656 0599,,,3.021618,101.708487
Starriest Baby,"1, Jalan Anggerik Doritis 31/133, Kota Kemuning, 40460 Shah Alam, Selangor",40460,Selangor,Shah Alam,+60 18-230 1013,starriestbabyhouse@gmail.com,,2.9836762,101.5368564
Smart One Kids Education Centre,"8, Jalan BK 5a/3b, Bandar Kinrara, 47180 Puchong, Selangor",47180,Selangor,Puchong,+60 3-8070 3635,,,3.04946,101.6448449
Joyous Equine Park Childcare and Preschool,"G7-8, RESIDENSI EQUINE, Jln Equine, Taman Equine, 43300 Seri Kembangan, Selangor",43300,Selangor,Seri Kembangan,+60 12-520 9459,info@joyous.edu.my,,2.9959685,101.6751282
Tadika Garden Montessori,"Blossom Square, 30-1, Jln Flora 1/1, Bandar Rimbayu, 42500 Telok Panglima Garang, Selangor",42500,Selangor,Telok Panglima Garang,+60 10-240 7352,,,2.9328121,101.5461546
Prasekolah Gemilang,"Jalan Bukit Naga, Kampung Bukit Naga, 40460 Shah Alam, Selangor",40460,Selangor,Shah Alam,+60 3-3392 0554,,,3.1349967,101.4114955
Pusat Tuisyen Didik Utama,"No 24A, Jalan Bendahara 1, Taman Bendahara, 45000 Kuala Selangor, Selangor",45000,Selangor,Kuala Selangor,+60 12-279 1920,,,3.3226714,101.2657603
Si Bijak (Sunfields),"1, Jalan Du 2/7, Taman Damai Utama, 47180 Puchong, Selangor",47180,Selangor,Puchong,+60 12-384 8088,,,3.0330339,101.6678159
TADIKA BAIDURI MANJA,"87, Jln Pandamaran Jaya, Kampung Sijangkang, 42000 Pelabuhan Klang, Selangor",42000,Selangor,Port Klang,+60 3-3165 8967,,,3.0020278,101.4258846
Taska Anak Pintar Hospital Tuanku Azizah,"lot 25, Jalan Raja Muda Abdul Aziz, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",50300,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 12-391 2400,admin@anakpintarcentre.com,,3.1675263,101.6999976
Little People Childcare Centre (Taska Hospital Klang),"Level G, Block G1, Kuarters Integrasi Hospital Tengku Ampuan Rahimah, Jalan Langat, 41000 Klang, Selangor",41000,Selangor,Klang,+60 11-5620 7882,fxx@kidscampus.my,,3.0201952,101.4414701
Q-dees Bandar Bukit Raja,"1, Jalan Makyong 2l/Ku5, Bandar Bukit Raja, 41050 Klang, Selangor",41050,Selangor,Klang,+60 12-299 5766,tadikaelitjaya@gmail.com,,3.0907723,101.4252764
Taska Tunas Permata Cilik,"29A, Jalan SG 3/10, Taman Sri Gombak, 68100 Batu Caves, Selangor",68100,Selangor,Batu Caves,+60 13-390 4006,,,3.2428176,101.7033841
"Cubs Early Years, Bukit Angsana (Formerly known as Tadika Mayter)","No. 13 & 15, Jalan Angsana 1/1, Taman Bukit Angsana, 43200 Cheras, Selangor",43200,Selangor,Cheras,+60 16-860 8428,education@mayter.com,,3.0605235,101.7498363
3Q MRC Junior Kota Damansara Sec 5,"Seri Utama, 62A, Jalan Sepah Puteri 5/5, Seksyen 5 Kota Damansara, 47810 Petaling Jaya, Selangor",47810,Selangor,Petaling Jaya,+60 12-606 1821,3q-sel-kdm@mrc.edu.my,,3.158926,101.586946
Dzul Iman Menara TM Annexe 1Jalan Pantai Baharu,"Tm Annexe 1, UG, Jalan Pantai Jaya, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",59200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 11-1864 5690,ofisadmin@dzuliman.com,,3.116238,101.663872
NUR Albian Kindergarten,"7, Jalan Balau, Taman Setapak, 53000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",53000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 11-2859 1734,,,3.2075812,101.7035234
TASKA SURIA CERIA(TSC),"Taman Kinrara Seksyen 3, 47190 Puchong, Selangor",47190,Selangor,Puchong,+60 19-474 8467,,,3.0631001,101.6421544
Genius Aulad USJ 21,"67-2 & 67, 3, Jalan USJ 21/10, UEP Subang Jaya, 47630 Subang Jaya, Selangor",47630,Selangor,Subang Jaya,+60 14-373 8146,thoriq@synchronet.com.my,,3.0292372,101.5820134
Little Tulips Montessori Kindergarten,"30, Jalan Jade Hills Utama 1/2, Jade Hills, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 12-613 1363,,,2.994322,101.7584596
Tadika Al-Baghdadi (TAB) Kota Bayuemas,"No 9-1 Jalan Bayu Laut 1/ks9 Kota Bayuemas, Kampung Pendamar, 41200 Klang, Selangor",41200,Selangor,Klang,+60 12-955 3253,,,2.9805739,101.4406868
Tadika Zaara,"Jalan Jubli Perak 22/1, Seksyen 22, 40000 Shah Alam, Selangor",40000,Selangor,Shah Alam,+60 17-398 2661,,,3.0694348,101.5555103
Tadika Seri Ilmuwan Seksyen 4,"1, Jalan Rambai 4/7e, Seksyen 4, 40000 Shah Alam, Selangor",40000,Selangor,Shah Alam,+60 19-614 1672,,,3.0782544,101.5095606
Shaaf Solleh Child Care Centre I Eco Majestic,"Eco Majestic, 26-2, Jalan Eco Majestic 10/1F, 43500 Semenyih, Selangor",43500,Selangor,Semenyih,+60 11-6356 3434,,,2.8966565,101.8358463
Tulip Montessori Nursery & Play School,"No. 21, Jalan Tualang, Bukit Bandaraya, Bangsar, Wiliyah Persekutuan, 59100 Kuala Lumpur",59100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-2096 2220,admin@tulip.com.my,,3.1334761,101.6641502
Tadika Little Caliphs Mutiara Tanjong Karang,"Tadika Little Caliphs Mutiara, Jalan Mutiara 1, Taman mutiara 1, 45500 Tanjong Karang, Selangor",45500,Selangor,Tanjung Karang,+60 13-607 1447,,,3.3966545,101.2133322
Little Caliph Bandar Sunway,"Jalan PJS 8/6, Sunway Mentari, 46150 Petaling Jaya, Selangor",46150,Selangor,Petaling Jaya,+60 12-348 5767,,,3.0761925,101.6112136
Star Kids - Tadika Bukit Bintang PJ,"Jalan Sungai Jernih 8/1, Pjs 8, 46050 Petaling Jaya, Selangor",46050,Selangor,Petaling Jaya,+60 3-7931 1117,adnahrose@gmail.com,Blessing Ezeagu,3.0976054,101.6368818
TASKA I Aulad,"Suri Puteri Serviced Apartment, Seksyen 20, 40300 Shah Alam, Selangor",40300,Selangor,Shah Alam,+60 19-228 5148,,,3.0515901,101.5393312
Taski Abim Al - Hikmah,"Kampung Sungai Merab Luar, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 3-8925 0303,,,2.9419412,101.7452231
NURKIDS PINGGIRAN USJ 1,"35, Jalan Pinggiran USJ 1/17, Taman Pinggiran Usj, 47600 Subang Jaya, Selangor",47600,Selangor,Subang Jaya,+60 19-382 0477,naszuan@gmail.com,,3.0502559,101.5592952
KELAS PENGAJIAN IRFANUL ULOOM,"16, Jalan Dahlia 6/1, Taman Dahlia, 43900 Sepang, Selangor",43900,Selangor,Sepang,+60 19-254 0786,,,2.8277068,101.7232184
Pasti Ummul Aiman Taman Bidara,"16, Jalan Bidara 1/9, Taman Bidara, 68100 Batu Caves, Selangor",68100,Selangor,Batu Caves,+60 12-304 6614,,,3.2429763,101.6407045
3Q MRC Junior Bandar Botanic,"1, Jalan Penaga 2, Bandar Botanik, 42000 Pelabuhan Klang, Selangor",42000,Selangor,Port Klang,+60 12-697 4009,3q-sel-bkt@mrc.edu.my,,2.9843377,101.4341753
Eduwis Alam Damai,"Jalan Damai Raya 1, Alam Damai, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",56000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 16-260 0353,jessy@eduwis.edu.my,,3.0632031,101.7434456
Little Caliphs Sentul (Tadika Cerdik Kembara),"No.43A-1-1 & 43A-1-2, Sentul Perdana, Jalan 3/48a, Bandar Baru Sentul, 51000 Kuala Lumpur, Federal Territory of Kuala Lumpur",51000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 17-343 3946,,,3.1813834,101.6971721
Apple King Sg.Chua (HQ),"No.19-23,Jalan Berjaya Baru 3, Taman Berjaya Baru, Sungai Chua, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 3-8739 7485,appleking2000@gmail.com,,2.9840178,101.7818567
Little Feetrah Child Care Centre Cyberjaya,"4809-1-31 , CBD perdana, 2, Persiaran Flora, Cyber 12, 63000 Cyberjaya, Selangor",63000,Selangor,Cyberjaya,+60 19-920 0970,,,2.9268574,101.6513077
3Q MRC Junior Bangi,"Jln Bangi Ave 1/5, Bangi Avenue, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 17-608 1518,,,2.8992903,101.7929811
Smart Juniors Sdn Bhd,"No. 19, 1st Floor, Jln Dinar G U3/G,Seksyen U3, Shah Alam,, 40150, Shah Alam, Selangor, 40150",40150,Selangor,Shah Alam,+60 3-7845 6757,,,3.1498495,101.5436908
Tadika Visi Khalifah,"1st Floor, 75-1, Jalan Nautika A U20/A, Pusat Komersial Tsb, 40160 Sungai Buloh, Selangor",40160,Selangor,Sungai Buloh,+60 13-271 6500,,,3.2087625,101.5733202
Caterpillar Playtime Playschool KL TRADERS SQUARE,"66-1, BLOCK D KL TRADERS SQUARE, 53000 Kuala Lumpur, Federal Territory of Kuala Lumpur",53000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 13-369 5236,info@caterpillarplaytime.com,,3.2042371,101.7038655
Pusat Jagaan Kanak- Kanak Minda Cergas Gred A,"2, Jalan Putra Bistari 2/3c, Putra Heights, 47650 Subang Jaya, Selangor",47650,Selangor,Subang Jaya,+60 17-315 8717,,,3.0196757,101.5738699
Dot to Dot Baby Sitter / Childcare /After School Care/Baby Care,"No.59A , Jalan BP 7/12 Bandar Bukit, 59A, Jln BP 7/12, Bandar Bukit Puchong, 47120 Puchong, Selangor",47120,Selangor,Puchong,+60 12-658 8176,,,2.986289,101.6203353
CIC Where Leaders Are Born Presint 18,"14, Jalan P18h 1/4, Presint 18, 62150 Putrajaya, Wilayah Persekutuan Putrajaya",62150,Putrajaya,Putrajaya,+60 3-8861 0923,,,2.9164631,101.6989771
Baby Shepherd Childcare Centre,,,,,+60 12-821 6631,,,,
