Umur,Tahun/Level,Subjek,Bidang / Topik,Kemahiran / Subtopik,Kod Kemahiran,Tahap,Jenis Soalan,Contoh Soalan,Rujukan KSSR
10,Tahun 4,Matematik,Pecahan,"Pecahan wajar, tidak wajar, nombor bercampur",MAT-T4-PC01,Sederhana,MCQ,Tukar 7/3 kepada nombor bercampur.,DSKP SK 2.1
10,Tahun 4,Matematik,Pecahan,Penambahan dan penolakan pecahan penyebut sama,MAT-T4-PC02,Sederhana,MCQ,2/5 + 1/5 = ___,DSKP SK 2.2
10,Tahun 4,Matematik,Perpuluhan,Perpuluhan 1 tempat perpuluhan,MAT-T4-PP01,Sederhana,MCQ,0.3 + 0.5 = ___,DSKP SK 3.1
10,Tahun 4,Matematik,Perpuluhan,Hubungan perpuluhan dan pecahan (0.5 = 1/2),MAT-T4-PP02,Sederhana,MCQ,1/4 dalam perpuluhan = ___?,DSKP SK 3.2
10,Tahun 4,Matematik,Wang,"Tambah, tolak, darab dan bahagi wang",MAT-T4-W01,Sederhana,MCQ,3 × RM4.50 = ___,DSKP SK 4.1
10,Tahun 4,Matematik,Masa,"Tempoh masa: jam, minit, saat",MAT-T4-M01,Sederhana,MCQ,45 minit selepas 2:30 ptg = ___?,DSKP SK 5.1
10,Tahun 4,Matematik,Perimeter & Luas,Mengira perimeter segiempat dan segi tiga,MAT-T4-PL01,Sederhana,MCQ,Perimeter segiempat 5cm × 4cm = ___?,DSKP SK 9.1
10,Tahun 4,Matematik,Perimeter & Luas,Mengira luas segiempat tepat dan segiempat sama,MAT-T4-PL02,Sederhana,MCQ,Luas segiempat 6cm × 3cm = ___?,DSKP SK 9.2
10,Tahun 4,Matematik,Data,Membaca dan menafsirkan carta palang berganda,MAT-T4-D01,Sederhana,MCQ,Bulan mana sekolah A mengatasi sekolah B? [carta],DSKP SK 12.1
10,Tahun 4,Sains,Sains Hayat,"Pemakanan manusia: kumpulan makanan, piramid makanan",SCI-T4-H01,Sederhana,MCQ,Kumpulan makanan mana yang harus dimakan PALING banyak?,DSKP Food & Nutrition
10,Tahun 4,Sains,Sains Hayat,Sistem pernafasan manusia,SCI-T4-H02,Sederhana,MCQ,Organ utama pernafasan manusia ialah ___?,DSKP Human Breathing
10,Tahun 4,Sains,Sains Hayat,Adaptasi haiwan terhadap persekitaran,SCI-T4-A01,Sederhana,MCQ,Unta menyimpan air di ___?,DSKP Animal Adaptation
10,Tahun 4,Sains,Sains Fizikal,"Sumber tenaga: matahari, air, angin, bahan api",SCI-T4-F01,Sederhana,MCQ,Panel solar menukar tenaga ___ kepada elektrik.,DSKP Energy
10,Tahun 4,Sains,Sains Fizikal,Haba: konduktor dan penebat haba,SCI-T4-H03,Sederhana,MCQ,Logam adalah konduktor atau penebat haba?,DSKP Heat
10,Tahun 4,Sains,Sains Bumi,Sumber semula jadi: boleh diperbaharui dan tidak boleh,SCI-T4-E01,Sederhana,MCQ,Minyak petroleum adalah sumber yang ___ boleh diperbaharui.,DSKP Natural Resources
10,Tahun 4,Sains,Kemahiran Proses,"Kaedah saintifik: hipotesis, ujikaji, kesimpulan",SCI-T4-KP01,Sederhana,MCQ,Langkah pertama dalam kaedah saintifik ialah ___?,DSKP Scientific Method
10,Tahun 4,English,Reading,Membaca dan memahami teks – fakta dan inferens,ENG-T4-R01,Sederhana,MCQ,What can we infer from paragraph 2?,DSKP BI 2.4
10,Tahun 4,English,Grammar,"Kata bantu: can, must, should, will, would",ENG-T4-G01,Sederhana,MCQ,You ___ wear a seatbelt. (must/can/might),DSKP BI 5.6
10,Tahun 4,English,Grammar,"Kata sifat perbandingan: -er, -est",ENG-T4-G02,Sederhana,MCQ,This mountain is the ___ in the world. (high/higher/highest),DSKP BI 5.7
10,Tahun 4,English,Grammar,Kata keterangan cara (-ly),ENG-T4-G03,Sederhana,MCQ,She sang ___. (beautiful/beautifully/beauty),DSKP BI 5.8
10,Tahun 4,English,Writing,Menulis perenggan dengan idea tersusun,ENG-T4-W01,Sederhana,MCQ,Which sentence does NOT belong in this paragraph?,DSKP BI 3.3
10,Tahun 4,Bahasa Melayu,Membaca,Membaca dan memahami pelbagai jenis teks,BM-T4-MB01,Sederhana,MCQ,Apakah idea utama perenggan ketiga?,DSKP BM SK 2.4
10,Tahun 4,Bahasa Melayu,Tatabahasa,"Imbuhan Awalan: men-, mem-, meng-, meny-",BM-T4-T01,Sederhana,MCQ,'Sahut' + 'me-' = ___? (menyahut/mensahut/memsahut),DSKP BM SK 5.2.1
10,Tahun 4,Bahasa Melayu,Tatabahasa,Kata Ganda Separa dan Berentak,BM-T4-T02,Sederhana,MCQ,'sayur-mayur' adalah contoh kata ganda ___?,DSKP BM SK 5.2.3
10,Tahun 4,Bahasa Melayu,Tatabahasa,Simpulan Bahasa – maksud,BM-T4-T03,Sederhana,MCQ,'Panjang tangan' bermaksud ___?,DSKP BM SK 5.1
10,Tahun 4,Bahasa Melayu,Penulisan,Mengenal pasti kesilapan ejaan dalam ayat,BM-T4-P01,Sederhana,MCQ,Cari satu kesilapan ejaan dalam ayat berikut.,DSKP BM SK 3.3
10,Tahun 4,Bahasa Melayu,Penulisan,Menulis surat tidak rasmi,BM-T4-P02,Sederhana,MCQ,Bahagian mana yang ada dalam surat tidak rasmi?,DSKP BM SK 3.4
10,Tahun 4,Chinese,Aksara,Aksara Tahun 4 (~400 aksara kumulatif),ZH-T4-A01,Sederhana,MCQ,Tulis Pinyin bagi aksara '快乐'.,KSSR Cina T4
10,Tahun 4,Chinese,Tatabahasa,Ayat 把 (把字句),ZH-T4-G01,Susah,MCQ,他___书放在桌上。(把/被/让),KSSR Cina T4
10,Tahun 4,Chinese,Tatabahasa,Ayat pasif menggunakan 被,ZH-T4-G02,Susah,MCQ,书被___拿走了。(他/的/很),KSSR Cina T4
10,Tahun 4,Chinese,Bacaan,Memahami teks naratif,ZH-T4-B01,Sederhana,MCQ,Mengapa 小红 menangis dalam cerita ini?,KSSR Cina T4
10,Tahun 4,Chinese,Idiom,Makna Chengyu asas: 一石二鸟,ZH-T4-I01,Sederhana,MCQ,'一石二鸟' bermaksud ___?,KSSR Cina T4
10,Tahun 4,Geography,Malaysia,"Mengenal 14 negeri: lokasi, ibu negeri, lambang",GEO-T4-MY01,Sederhana,MCQ,Ibu negeri Sabah ialah ___?,DSKP Geografi T4
10,Tahun 4,Geography,Malaysia,Bentuk muka bumi Malaysia,GEO-T4-MY02,Sederhana,MCQ,Gunung tertinggi di Malaysia ialah ___?,DSKP Geografi T4
10,Tahun 4,Geography,Malaysia,Iklim Malaysia: monsun timur laut dan barat daya,GEO-T4-MY03,Sederhana,MCQ,Monsun yang membawa hujan lebat ke pantai timur ialah ___?,DSKP Geografi T4
10,Tahun 4,Geography,Peta,Membaca skala peta,GEO-T4-PT01,Sederhana,MCQ,"Jika 1cm = 50km, jarak sebenar bagi 3cm = ___?",DSKP Geografi T4
10,Tahun 4,Geography,Peta,Membaca dan menggunakan grid peta,GEO-T4-PT02,Sederhana,MCQ,Bandar manakah terletak di grid C3? [peta],DSKP Geografi T4
10,Tahun 4,Geography,Asia Tenggara,Negara-negara ASEAN dan ibu negerinya,GEO-T4-AT01,Sederhana,MCQ,Ibu negeri Thailand ialah ___?,DSKP Geografi T4
10,Tahun 4,Geography,Malaysia,Sumber asli Malaysia dan kepentingannya,GEO-T4-MY04,Sederhana,MCQ,Malaysia adalah pengeluar utama ___?,DSKP Geografi T4
10,Tahun 4,Sejarah,Kemahiran Sejarah,Pengertian sejarah dan sumber sejarah,SJ-T4-KS01,Sederhana,MCQ,Diari penulis adalah sumber ___? (primer/sekunder),DSKP SJ T4 Unit 1
10,Tahun 4,Sejarah,Kemahiran Sejarah,Konsep masa: kronologi dan urutan peristiwa,SJ-T4-KS02,Sederhana,MCQ,Susun peristiwa mengikut kronologi: [3 peristiwa],DSKP SJ T4 Unit 1
10,Tahun 4,Sejarah,Tamadun Awal,Tamadun awal di Asia Tenggara,SJ-T4-TA01,Sederhana,MCQ,Tamadun Angkor Wat terletak di negara ___?,DSKP SJ T4 Unit 2
10,Tahun 4,Sejarah,Kerajaan Melayu,"Kerajaan Melayu awal: Kedah Tua, Srivijaya, Langkasuka",SJ-T4-KM01,Sederhana,MCQ,Srivijaya adalah kerajaan yang terletak di ___?,DSKP SJ T4 Unit 3
10,Tahun 4,Sejarah,Kerajaan Melayu,Kesultanan Melayu Melaka: penubuhan dan pemerintahan,SJ-T4-KM02,Sederhana,MCQ,Siapakah yang menubuhkan Kesultanan Melayu Melaka?,DSKP SJ T4 Unit 4
10,Tahun 4,Sejarah,Kerajaan Melayu,Sistem pemerintahan Kesultanan Melaka,SJ-T4-KM03,Sederhana,MCQ,Bendahara dalam sistem pemerintahan Melaka berperanan sebagai ___?,DSKP SJ T4 Unit 4
10,Tahun 4,Sejarah,Ekonomi,Melaka sebagai pusat perdagangan antarabangsa,SJ-T4-EK01,Sederhana,MCQ,Mengapa Melaka menjadi pusat perdagangan yang penting?,DSKP SJ T4 Unit 5
11,Tahun 5,Matematik,Nombor Bulat,Nombor bulat hingga 1 juta,MAT-T5-N01,Sederhana,MCQ,Tulis 1 250 000 dalam perkataan.,DSKP SK 1.1
11,Tahun 5,Matematik,Pecahan,Tambah dan tolak pecahan berlainan penyebut,MAT-T5-PC01,Sederhana,MCQ,1/3 + 1/4 = ___,DSKP SK 2.2
11,Tahun 5,Matematik,Pecahan,Darab pecahan dengan nombor bulat,MAT-T5-PC02,Sederhana,MCQ,3 × 2/5 = ___,DSKP SK 2.3
11,Tahun 5,Matematik,Perpuluhan,Perpuluhan sehingga 3 tempat perpuluhan,MAT-T5-PP01,Sederhana,MCQ,1.234 + 2.451 = ___,DSKP SK 3.1
11,Tahun 5,Matematik,Peratusan,Menukar pecahan/perpuluhan kepada peratus,MAT-T5-PE01,Sederhana,MCQ,3/4 = ___%,DSKP SK 4.1
11,Tahun 5,Matematik,Peratusan,Mengira peratusan bagi suatu kuantiti,MAT-T5-PE02,Sederhana,MCQ,20% daripada 80 = ___,DSKP SK 4.2
11,Tahun 5,Matematik,Nisbah,Konsep nisbah dan bentuk termudah,MAT-T5-NS01,Sederhana,MCQ,Nisbah 6:4 dalam bentuk termudah ialah ___?,DSKP SK 5.1
11,Tahun 5,Matematik,Luas & Isipadu,Luas segi tiga,MAT-T5-LI01,Sederhana,MCQ,"Luas segi tiga tapak 6cm, tinggi 4cm = ___?",DSKP SK 9.3
11,Tahun 5,Matematik,Luas & Isipadu,Isipadu kiub dan kuboid,MAT-T5-LI02,Susah,MCQ,Isipadu kiub dengan sisi 3cm = ___?,DSKP SK 9.4
11,Tahun 5,Matematik,Statistik,Mengira min (purata),MAT-T5-ST01,Sederhana,MCQ,"Min bagi 4, 6, 8, 10 = ___?",DSKP SK 12.1
11,Tahun 5,Matematik,Statistik,Membaca dan menafsir carta garis,MAT-T5-ST02,Sederhana,MCQ,Pada tahun mana pertumbuhan paling cepat? [carta garis],DSKP SK 12.2
11,Tahun 5,Sains,Sains Hayat,Sistem rangka manusia dan fungsinya,SCI-T5-H01,Sederhana,MCQ,Berapa jumlah tulang dalam badan manusia dewasa?,DSKP Skeleton
11,Tahun 5,Sains,Sains Hayat,Sistem penghadaman: organ dan proses,SCI-T5-H02,Sederhana,MCQ,Organ manakah menghasilkan enzim untuk mencerna makanan?,DSKP Digestion
11,Tahun 5,Sains,Sains Fizikal,Cahaya: pantulan dan pembiasan,SCI-T5-F01,Sederhana,MCQ,Bayangan terbentuk kerana cahaya bergerak dalam ___?,DSKP Light
11,Tahun 5,Sains,Sains Fizikal,Elektrik: litar siri dan selari,SCI-T5-F02,Sederhana,MCQ,"Dalam litar siri, jika satu mentol putus, mentol lain akan ___?",DSKP Electricity
11,Tahun 5,Sains,Sains Fizikal,"Mesin mudah: tuil, pulli, satah condong, gear",SCI-T5-F03,Sederhana,MCQ,Pembuka tin adalah contoh mesin mudah jenis ___?,DSKP Simple Machines
11,Tahun 5,Sains,Sains Bumi,Ekosistem: rantai makanan dan siratan makanan,SCI-T5-E01,Sederhana,MCQ,"Dalam rantai makanan, siapa yang menjadi pengeluar?",DSKP Ecosystem
11,Tahun 5,Sains,Sains Bumi,"Pencemaran: jenis, punca dan kesan",SCI-T5-E02,Sederhana,MCQ,Asap kilang boleh menyebabkan pencemaran ___?,DSKP Environment
11,Tahun 5,English,Reading,Membaca dan memahami teks – inferens dan penilaian,ENG-T5-R01,Sederhana,MCQ,What is the author's purpose in writing this text?,DSKP BI 2.5
11,Tahun 5,English,Grammar,Ayat aktif dan ayat pasif,ENG-T5-G01,Sederhana,MCQ,'Ali ate the cake.' → Passive: 'The cake ___ by Ali.',DSKP BI 5.10
11,Tahun 5,English,Grammar,Ucapan cakap ajuk dan cakap pindah,ENG-T5-G02,Sederhana,MCQ,"He said, 'I am tired.' → He said that he ___ tired.",DSKP BI 5.11
11,Tahun 5,English,Grammar,"Kata hubung: although, however, therefore, moreover",ENG-T5-G03,Sederhana,MCQ,"He studied hard; ___, he failed. (however/therefore/moreover)",DSKP BI 5.12
11,Tahun 5,English,Vocabulary,Sinonim dan antonim peringkat menengah,ENG-T5-V01,Sederhana,MCQ,Synonym of 'courageous'? (brave/scared/weak),DSKP BI 2.3
11,Tahun 5,English,Writing,"Menulis karangan berformat: e-mel, laporan, artikel",ENG-T5-W01,Sederhana,MCQ,Which feature is NOT part of a formal letter?,DSKP BI 3.4
11,Tahun 5,Bahasa Melayu,Membaca,Membaca dan memahami teks – soalan KBAT,BM-T5-MB01,Sederhana,MCQ,Apakah pandangan penulis dalam petikan ini?,DSKP BM SK 2.4
11,Tahun 5,Bahasa Melayu,Tatabahasa,"Tanda Baca: koma, noktah bertindih, sempang",BM-T5-T01,Sederhana,MCQ,Tanda baca yang betul dalam ayat ini ialah ___?,DSKP BM SK 5.3
11,Tahun 5,Bahasa Melayu,Tatabahasa,Ayat Aktif dan Ayat Pasif,BM-T5-T02,Sederhana,MCQ,Tukar kepada ayat pasif: 'Dia membasuh kereta itu.',DSKP BM SK 5.3
11,Tahun 5,Bahasa Melayu,Tatabahasa,Peribahasa: Perumpamaan,BM-T5-T03,Sederhana,MCQ,'Seperti aur dengan tebing' bermaksud ___?,DSKP BM SK 5.1
11,Tahun 5,Bahasa Melayu,Penulisan,Menulis karangan perbincangan,BM-T5-P01,Sederhana,MCQ,Struktur karangan perbincangan mengandungi ___?,DSKP BM SK 3.4
11,Tahun 5,Chinese,Aksara,Aksara Tahun 5 (~500 aksara kumulatif),ZH-T5-A01,Sederhana,MCQ,Aksara '环境' bermaksud ___?,KSSR Cina T5
11,Tahun 5,Chinese,Idiom,Peribahasa Cina (成语): lengkap dan makna,ZH-T5-I01,Susah,MCQ,'马到成___' – isi peribahasa yang hilang.,KSSR Cina T5
11,Tahun 5,Chinese,Tatabahasa,Kenal pasti kesilapan tatabahasa dalam ayat,ZH-T5-G01,Susah,MCQ,Cari kesilapan: '他把书给了我昨天。',KSSR Cina T5
11,Tahun 5,Chinese,Bacaan,Memahami teks fakta – soalan KBAT,ZH-T5-B01,Susah,MCQ,Apakah mesej utama penulis dalam petikan ini?,KSSR Cina T5
11,Tahun 5,Geography,Asia Tenggara,Ibu negeri negara ASEAN,GEO-T5-AT01,Sederhana,MCQ,Ibu negeri Indonesia ialah ___?,DSKP Geografi T5
11,Tahun 5,Geography,Asia Tenggara,Ciri-ciri fizikal negara ASEAN,GEO-T5-AT02,Sederhana,MCQ,Negara ASEAN yang paling luas ialah ___?,DSKP Geografi T5
11,Tahun 5,Geography,Dunia,Benua-benua dunia dan ciri-cirinya,GEO-T5-DU01,Sederhana,MCQ,Benua yang paling besar ialah ___?,DSKP Geografi T5
11,Tahun 5,Geography,Dunia,Lautan-lautan dunia,GEO-T5-DU02,Sederhana,MCQ,Lautan yang paling besar ialah ___?,DSKP Geografi T5
11,Tahun 5,Geography,Iklim Dunia,"Zon iklim dunia: tropika, sederhana, kutub",GEO-T5-IK01,Susah,MCQ,Malaysia terletak dalam zon iklim ___?,DSKP Geografi T5
11,Tahun 5,Geography,Iklim Dunia,Garis khatulistiwa dan pengaruhnya,GEO-T5-IK02,Sederhana,MCQ,Negara yang dilalui garis khatulistiwa mengalami iklim ___?,DSKP Geografi T5
11,Tahun 5,Geography,Alam Sekitar,"Bencana alam: banjir, tanah runtuh, ribut",GEO-T5-AS01,Sederhana,MCQ,Bencana alam yang paling kerap berlaku di Malaysia ialah ___?,DSKP Geografi T5
11,Tahun 5,Sejarah,Penjajahan,Kejatuhan Melaka kepada Portugis (1511),SJ-T5-PJ01,Sederhana,MCQ,Siapakah yang memimpin serangan Portugis ke atas Melaka?,DSKP SJ T5 Unit 1
11,Tahun 5,Sejarah,Penjajahan,Penjajahan Belanda di Melaka,SJ-T5-PJ02,Sederhana,MCQ,Pada tahun berapa Belanda mengambil alih Melaka?,DSKP SJ T5 Unit 2
11,Tahun 5,Sejarah,Penjajahan,Penjajahan British: Sistem Residen,SJ-T5-PJ03,Sederhana,MCQ,Apakah tujuan Sistem Residen yang diperkenalkan British?,DSKP SJ T5 Unit 3
11,Tahun 5,Sejarah,Perlembagaan,Islam sebagai agama rasmi Malaysia,SJ-T5-PM01,Sederhana,MCQ,Islam menjadi agama rasmi Malaysia berdasarkan ___?,DSKP SJ T5 Unit 4
11,Tahun 5,Sejarah,Perlembagaan,Yang di-Pertuan Agong: peranan dan kuasa,SJ-T5-PM02,Sederhana,MCQ,Yang di-Pertuan Agong dipilih setiap ___ tahun.,DSKP SJ T5 Unit 5
11,Tahun 5,Sejarah,Perlembagaan,Hak asasi rakyat Malaysia dalam Perlembagaan,SJ-T5-PM03,Sederhana,MCQ,Perlembagaan Malaysia menjamin hak ___ bagi semua rakyat.,DSKP SJ T5 Unit 6
12,Tahun 6,Matematik,Nombor & Operasi,Operasi bergabung dalam lingkungan 1 juta,MAT-T6-N01,Susah,MCQ,1 234 567 – 456 789 + 123 456 = ___,DSKP SK 1.6-1.7
12,Tahun 6,Matematik,Pecahan,Bahagi pecahan dengan nombor bulat,MAT-T6-PC01,Susah,MCQ,3/4 ÷ 3 = ___,DSKP SK 2.4
12,Tahun 6,Matematik,Perpuluhan,Darab dan bahagi perpuluhan,MAT-T6-PP01,Susah,MCQ,2.4 × 1.5 = ___,DSKP SK 3.3
12,Tahun 6,Matematik,Peratusan,Masalah peratusan: untung dan rugi,MAT-T6-PE01,Susah,MCQ,"Harga asal RM80, dijual RM100. Untung ___%.",DSKP SK 4.3
12,Tahun 6,Matematik,Nisbah,Membahagikan kuantiti mengikut nisbah,MAT-T6-NS01,Susah,MCQ,Bahagikan 60 dalam nisbah 2:3. Bahagian besar = ___?,DSKP SK 5.2
12,Tahun 6,Matematik,Koordinat,"Mengenal pasti koordinat (x,y) dalam satah Cartes",MAT-T6-KO01,Susah,MCQ,"Titik (3, 4) ada di ___. [grid]",DSKP SK 6.1
12,Tahun 6,Matematik,Koordinat,Mengira jarak antara dua titik,MAT-T6-KO02,Susah,MCQ,"Jarak antara (1,0) dan (5,0) = ___?",DSKP SK 6.2
12,Tahun 6,Matematik,Statistik,"Mengira min, mod dan median",MAT-T6-ST01,Susah,MCQ,"Mod bagi 2,3,3,4,5,5,5 ialah ___?",DSKP SK 12.1
12,Tahun 6,Matematik,Statistik,Membaca pelbagai jenis graf,MAT-T6-ST02,Susah,MCQ,Graf jenis apa yang paling sesuai untuk menunjukkan trend masa?,DSKP SK 12.2
12,Tahun 6,Matematik,Kebarangkalian,"Konsep kebarangkalian: pasti, mungkin, mustahil",MAT-T6-KB01,Sederhana,MCQ,Peluang mendapat nombor genap bila lempar dadu = ___?,DSKP SK 13.1
12,Tahun 6,Sains,Sains Hayat,"Mikroorganisma: jenis, peranan dan bahaya",SCI-T6-H01,Susah,MCQ,Kulat digunakan untuk membuat ___?,DSKP Microorganisms
12,Tahun 6,Sains,Sains Hayat,Rantai makanan dan siratan makanan,SCI-T6-H02,Susah,MCQ,"Jika populasi arnab meningkat, populasi rumput akan ___?",DSKP Food Web
12,Tahun 6,Sains,Sains Fizikal,Gerhana matahari dan gerhana bulan,SCI-T6-F01,Susah,MCQ,Gerhana matahari berlaku apabila ___?,DSKP Eclipse
12,Tahun 6,Sains,Sains Fizikal,Sistem suria: planet dan graviti,SCI-T6-F02,Susah,MCQ,Planet yang paling hampir dengan Matahari ialah ___?,DSKP Solar System
12,Tahun 6,Sains,Sains Bumi,Kitaran air,SCI-T6-E01,Susah,MCQ,Proses air bertukar menjadi wap air dipanggil ___?,DSKP Water Cycle
12,Tahun 6,Sains,Sains Bumi,"Isu alam sekitar: pemanasan global, penipisan ozon",SCI-T6-E02,Susah,MCQ,Gas yang menyebabkan kesan rumah hijau ialah ___?,DSKP Environment
12,Tahun 6,English,Reading,Bacaan komprehensif – penilaian kritikal,ENG-T6-R01,Susah,MCQ,How does the author develop the main argument?,DSKP BI 2.6
12,Tahun 6,English,Grammar,Semua tenses – review dan penggunaan tepat,ENG-T6-G01,Susah,MCQ,"By the time she arrived, he ___ already left. (has/had/have)",DSKP BI 5 Review
12,Tahun 6,English,Grammar,"Klausa relatif (who, which, that)",ENG-T6-G02,Susah,MCQ,The book ___ I borrowed is interesting. (who/which/what),DSKP BI 5.13
12,Tahun 6,English,Grammar,Ayat bersyarat – if clauses (Type 1 & 2),ENG-T6-G03,Susah,MCQ,"If I study hard, I ___ pass the exam. (will/would/should)",DSKP BI 5.14
12,Tahun 6,English,Writing,Menulis esei perbincangan dua pendirian,ENG-T6-W01,Susah,MCQ,Which paragraph structure is best for a discussion essay?,DSKP BI 3.5
12,Tahun 6,Bahasa Melayu,Membaca,Bacaan komprehensif: prosa klasik dan moden,BM-T6-MB01,Susah,MCQ,"Berdasarkan petikan, apakah pengajaran yang boleh diambil?",DSKP BM SK 2.4
12,Tahun 6,Bahasa Melayu,Tatabahasa,Kesilapan ejaan dan tatabahasa dalam ayat,BM-T6-T01,Susah,MCQ,Kenal pasti semua kesilapan dalam ayat ini.,DSKP BM SK 5
12,Tahun 6,Bahasa Melayu,Tatabahasa,Peribahasa: Bidalan dan pepatah,BM-T6-T02,Susah,MCQ,'Kais pagi makan pagi' bermaksud ___?,DSKP BM SK 5.1
12,Tahun 6,Bahasa Melayu,Penulisan,Menulis karangan imaginatif dan berita,BM-T6-P01,Susah,MCQ,Ciri-ciri karangan berita yang betul ialah ___?,DSKP BM SK 3.4
12,Tahun 6,Bahasa Melayu,Seni Bahasa,Memahami dan menganalisis puisi moden,BM-T6-SB01,Susah,MCQ,Apakah tema utama puisi ini?,DSKP BM SK 4.2
12,Tahun 6,Chinese,Aksara,Aksara Tahun 6 (~600+ aksara kumulatif),ZH-T6-A01,Susah,MCQ,Aksara '环保' bermaksud ___?,KSSR Cina T6
12,Tahun 6,Chinese,Bacaan,Bacaan komprehensif – artikel fakta dan naratif,ZH-T6-B01,Susah,MCQ,Apakah idea utama dalam perenggan kedua?,KSSR Cina T6
12,Tahun 6,Chinese,Tatabahasa,Kesilapan tatabahasa: kenal pasti dan betulkan,ZH-T6-G01,Susah,MCQ,Betulkan ayat: '我昨天去了图书馆明天。',KSSR Cina T6
12,Tahun 6,Chinese,Puisi Klasik,Memahami puisi klasik Cina (古诗),ZH-T6-PK01,Susah,MCQ,Apakah maksud '床' dalam puisi '静夜思'?,KSSR Cina T6
12,Tahun 6,Geography,Dunia,Zon masa dunia dan perbezaan masa,GEO-T6-DU01,Susah,MCQ,"Jika di KL (UTC+8) pukul 12 tgh, di London (UTC+0) pukul ___?",DSKP Geografi T6
12,Tahun 6,Geography,Dunia,Negara membangun vs negara maju,GEO-T6-DU02,Susah,MCQ,Malaysia diklasifikasikan sebagai negara ___?,DSKP Geografi T6
12,Tahun 6,Geography,Alam Sekitar,"Isu global: pemanasan global, penebangan hutan",GEO-T6-AS01,Susah,MCQ,Apakah punca utama pemanasan global?,DSKP Geografi T6
12,Tahun 6,Geography,Alam Sekitar,Kepentingan menjaga alam sekitar,GEO-T6-AS02,Susah,MCQ,Apakah kesan penebangan hutan secara berleluasa?,DSKP Geografi T6
12,Tahun 6,Geography,Malaysia,"Pembangunan ekonomi Malaysia: pelancongan, perindustrian",GEO-T6-MY01,Susah,MCQ,Sektor ekonomi yang menyumbang paling besar kepada KDNK Malaysia ialah ___?,DSKP Geografi T6
12,Tahun 6,Geography,Peta,Membaca dan menafsir peta topografi,GEO-T6-PT01,Susah,MCQ,Garisan kontur yang rapat menunjukkan kawasan yang ___?,DSKP Geografi T6
12,Tahun 6,Sejarah,Kemerdekaan,Perjuangan kemerdekaan Malaysia,SJ-T6-KM01,Sederhana,MCQ,Siapakah yang mengisytiharkan kemerdekaan Tanah Melayu pada 1957?,DSKP SJ T6 Unit 1
12,Tahun 6,Sejarah,Kemerdekaan,Tokoh-tokoh kemerdekaan dan sumbangan mereka,SJ-T6-KM02,Sederhana,MCQ,Tun Abdul Razak adalah Perdana Menteri Malaysia yang ke-___?,DSKP SJ T6 Unit 1
12,Tahun 6,Sejarah,Pembentukan Malaysia,Penubuhan Malaysia 16 September 1963,SJ-T6-PM01,Sederhana,MCQ,Negeri-negeri yang menyertai penubuhan Malaysia pada 1963 ialah ___?,DSKP SJ T6 Unit 2
12,Tahun 6,Sejarah,Pembentukan Malaysia,Cabaran selepas pembentukan Malaysia,SJ-T6-PM02,Sederhana,MCQ,Peristiwa 13 Mei 1969 berlaku disebabkan oleh ___?,DSKP SJ T6 Unit 3
12,Tahun 6,Sejarah,Perlembagaan,Rukun Negara: prinsip dan maknanya,SJ-T6-PN01,Sederhana,MCQ,Prinsip pertama Rukun Negara ialah ___?,DSKP SJ T6 Unit 4
12,Tahun 6,Sejarah,Perlembagaan,"Struktur kerajaan: Eksekutif, Legislatif, Kehakiman",SJ-T6-PN02,Susah,MCQ,Cabang kerajaan yang membuat undang-undang ialah ___?,DSKP SJ T6 Unit 5
12,Tahun 6,Sejarah,Pencapaian,Pencapaian Malaysia selepas merdeka,SJ-T6-PC01,Sederhana,MCQ,PETRONAS Towers siap dibina pada tahun ___?,DSKP SJ T6 Unit 6
12,Tahun 6,Sejarah,Pencapaian,Perdana Menteri Malaysia dan sumbangan mereka,SJ-T6-PC02,Sederhana,MCQ,Siapakah Perdana Menteri yang memperkenalkan Dasar Ekonomi Baru?,DSKP SJ T6 Unit 6
4,Prasekolah Thn 1,Chinese,Kosa Kata,"Kosa kata haiwan: 猫,狗,鱼,鸟,鸡",ZH-A4-K02,Mudah,MCQ,Gambar 🐟 ialah aksara ___? [猫/狗/鱼/鸡],KSPK Tahun 1
4,Prasekolah Thn 1,Chinese,Nombor,"Mengenal nombor Cina 1–5: 一,二,三,四,五",ZH-A4-N01,Mudah,MCQ,Berapa banyak objek? [3 objek] (一/二/三/四),KSPK Tahun 1
4,Prasekolah Thn 1,Chinese,Pinyin,"Pinyin konsonan mudah: b,p,m,f",ZH-A4-P02,Mudah,MCQ,Huruf Pinyin bagi bunyi [b] ialah ___?,KSPK Tahun 1
5,Prasekolah Thn 2,Chinese,Kosa Kata,"Kosa kata badan: 头,手,脚,眼,耳",ZH-A5-K02,Mudah,MCQ,Aksara 眼 bermaksud ___? (mata/telinga/hidung/mulut),KSPK Tahun 2
5,Prasekolah Thn 2,Chinese,Nombor,"Nombor Cina 6–10: 六,七,八,九,十",ZH-A5-N01,Mudah,MCQ,Aksara manakah bermaksud lapan? [六/七/八/九],KSPK Tahun 2
5,Prasekolah Thn 2,Chinese,Ayat,Ayat mudah: 我有___,ZH-A5-Y01,Mudah,MCQ,Saya ada buku. Pilih ayat betul: (我有书/我是书/我在书),KSPK Tahun 2
